Date,Campaign,Adgroup,Adname,Product,Market,Platform,Phase,KPI,Language,Keyword,Creative_name,Creative_type,Impressions,Clicks,Reach,Views,Spends
1/3/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Generic,,TextAd,1202,32,,0,11.4
1/3/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseCompetition_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Competition,,TextAd,1644,29,,0,13.15
1/3/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_BroadBranded_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Brand,,TextAd,589,41,,0,24.52
1/3/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Brand,,TextAd,157,6,,0,2.97
1/3/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Generic,,TextAd,148,8,,0,10.38
1/3/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Generic,,TextAd,123,9,,0,11.45
1/3/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseCompetition_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Competition,,TextAd,597,12,,0,14.97
1/3/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_BroadBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Brand,,TextAd,166,21,,0,24.75
1/3/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Brand,,TextAd,124,9,,0,11.38
1/3/2025,B032_SB029_P163_NA_M035_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TN_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Tunisia,Search,Traffic,Clicks,Fr,Generic,,TextAd,538,31,,0,18.18
1/3/2025,B032_SB029_P163_NA_M035_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TN_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Tunisia,Search,Traffic,Clicks,Fr,Brand,,TextAd,332,14,,0,7.39
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_Ar_NA_NA_Dec_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Generic,,TextAd,662,27,,0,24.16
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Generic,,TextAd,291,6,,0,7.42
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Generic,,TextAd,376,13,,0,8.32
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Generic,,TextAd,107,3,,0,1.65
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_ExactCompetition_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Competition,,TextAd,28,2,,0,7.86
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_ExactBranded_TRFC_CPC_NA_Ar_NA_NA_Dec_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Brand,,TextAd,6,2,,0,13.32
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Ar_NA_NA_Dec_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Brand,,TextAd,37,2,,0,10.21
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_BroadBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Brand,,TextAd,312,15,,0,8.44
1/4/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Brand,,TextAd,139,15,,0,9.41
1/4/2025,B032_SB029_P163_NA_M010_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_MOROC_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Morocco,Search,Traffic,Clicks,Fr,Generic,,TextAd,256,25,,0,30.35
1/4/2025,B032_SB029_P163_NA_M010_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_MOROC_NA_NA_SRCH_Keyword_PhraseCompetition_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Morocco,Search,Traffic,Clicks,Fr,Competition,,TextAd,335,19,,0,20.48
1/4/2025,B032_SB029_P163_NA_M010_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_MOROC_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Morocco,Search,Traffic,Clicks,Fr,Brand,,TextAd,347,45,,0,47.81
1/4/2025,B032_SB029_P163_NA_M021_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Tr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TRKY_NA_NA_SRCH_Keyword_ExactGeneric_TRFC_CPC_NA_Tr_NA_NA_May_24,,EcoTank,Turkey,Search,Traffic,Clicks,Tr,Generic,,TextAd,1506,38,,0,7.11
1/4/2025,B032_SB029_P163_NA_M021_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_Tr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TRKY_NA_NA_SRCH_Keyword_ExactCompetition_TRFC_CPC_NA_Tr_NA_NA_May_24,,EcoTank,Turkey,Search,Traffic,Clicks,Tr,Competition,,TextAd,817,20,,0,6.03
1/4/2025,B032_SB029_P163_NA_M021_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Tr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TRKY_NA_NA_SRCH_Keyword_ExactBrand_TRFC_CPC_NA_Tr_NA_NA_May_24,,EcoTank,Turkey,Search,Traffic,Clicks,Tr,Brand,,TextAd,789,71,,0,11.02
1/4/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Generic,,TextAd,1178,27,,0,8.44
1/4/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Generic,,TextAd,1875,50,,0,12.32
1/4/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseCompetition_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Competition,,TextAd,2437,43,,0,12.63
1/4/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_BroadBranded_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Brand,,TextAd,744,47,,0,25.31
1/4/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Brand,,TextAd,207,21,,0,12.09
1/4/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Generic,,TextAd,124,6,,0,6.56
1/4/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Generic,,TextAd,198,13,,0,16.53
1/4/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseCompetition_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Competition,,TextAd,709,12,,0,14.81
1/4/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_BroadBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Brand,,TextAd,258,18,,0,20.62
1/4/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Brand,,TextAd,153,11,,0,14.1
1/4/2025,B032_SB029_P163_NA_M035_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TN_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Tunisia,Search,Traffic,Clicks,Fr,Generic,,TextAd,476,31,,0,18.51
1/4/2025,B032_SB029_P163_NA_M035_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TN_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Tunisia,Search,Traffic,Clicks,Fr,Brand,,TextAd,283,28,,0,16.66
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_Ar_NA_NA_Dec_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Generic,,TextAd,781,36,,0,25.56
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Generic,,TextAd,321,6,,0,6.92
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Generic,,TextAd,928,20,,0,9.8
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Generic,,TextAd,242,4,,0,2.16
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_ExactCompetition_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Competition,,TextAd,86,2,,0,5.89
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_ExactBranded_TRFC_CPC_NA_Ar_NA_NA_Dec_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Brand,,TextAd,7,1,,0,2.4
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Ar_NA_NA_Dec_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Brand,,TextAd,62,5,,0,19.92
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_BroadBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Brand,,TextAd,338,19,,0,10.14
1/5/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Brand,,TextAd,143,8,,0,4.9
1/5/2025,B032_SB029_P163_NA_M010_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_MOROC_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Morocco,Search,Traffic,Clicks,Fr,Generic,,TextAd,322,27,,0,33.46
1/5/2025,B032_SB029_P163_NA_M010_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_MOROC_NA_NA_SRCH_Keyword_PhraseCompetition_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Morocco,Search,Traffic,Clicks,Fr,Competition,,TextAd,325,19,,0,21.11
1/5/2025,B032_SB029_P163_NA_M010_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_MOROC_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Morocco,Search,Traffic,Clicks,Fr,Brand,,TextAd,287,34,,0,40.7
1/5/2025,B032_SB029_P163_NA_M021_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Tr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TRKY_NA_NA_SRCH_Keyword_ExactGeneric_TRFC_CPC_NA_Tr_NA_NA_May_24,,EcoTank,Turkey,Search,Traffic,Clicks,Tr,Generic,,TextAd,1563,51,,0,12.59
1/5/2025,B032_SB029_P163_NA_M021_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_Tr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TRKY_NA_NA_SRCH_Keyword_ExactCompetition_TRFC_CPC_NA_Tr_NA_NA_May_24,,EcoTank,Turkey,Search,Traffic,Clicks,Tr,Competition,,TextAd,760,16,,0,4.81
1/5/2025,B032_SB029_P163_NA_M021_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Tr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TRKY_NA_NA_SRCH_Keyword_ExactBrand_TRFC_CPC_NA_Tr_NA_NA_May_24,,EcoTank,Turkey,Search,Traffic,Clicks,Tr,Brand,,TextAd,782,66,,0,14.44
1/5/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Generic,,TextAd,1415,28,,0,7.14
1/5/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Generic,,TextAd,2449,49,,0,11.99
1/5/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseCompetition_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Competition,,TextAd,3074,47,,0,13.35
1/5/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_BroadBranded_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Brand,,TextAd,806,42,,0,18.51
1/5/2025,B032_SB029_P163_NA_M025_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_KSA_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,KSA,Search,Traffic,Clicks,Ar,Brand,,TextAd,231,25,,0,11.78
1/5/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Generic,,TextAd,125,5,,0,5.68
1/5/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Generic,,TextAd,177,12,,0,15.94
1/5/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseCompetition_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Competition,,TextAd,939,12,,0,14.48
1/5/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_BroadBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Brand,,TextAd,201,17,,0,21.01
1/5/2025,B032_SB029_P163_NA_M034_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_ZA_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,South Africa,Search,Traffic,Clicks,En,Brand,,TextAd,128,13,,0,15.78
1/5/2025,B032_SB029_P163_NA_M035_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TN_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Tunisia,Search,Traffic,Clicks,Fr,Generic,,TextAd,723,28,,0,15.54
1/5/2025,B032_SB029_P163_NA_M035_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Fr_NA_NA_NA_May_24,Epson_SEM_EcoTank_NA_NA_TN_NA_NA_SRCH_Keyword_PhraseBranded_TRFC_CPC_NA_Fr_NA_NA_May_24,,EcoTank,Tunisia,Search,Traffic,Clicks,Fr,Brand,,TextAd,203,21,,0,11.22
1/6/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_Ar_NA_NA_Dec_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Generic,,TextAd,840,30,,0,18.37
1/6/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_Ar_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Generic,,TextAd,386,11,,0,9.63
1/6/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_BroadGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Generic,,TextAd,357,12,,0,6.12
1/6/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG001_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_PhraseGeneric_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Generic,,TextAd,108,4,,0,2.24
1/6/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG002_PH002_BT002_NA_En_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_ExactCompetition_TRFC_CPC_NA_En_NA_NA_Apr_24,,EcoTank,UAE,Search,Traffic,Clicks,En,Competition,,TextAd,182,1,,0,4.05
1/6/2025,B032_SB029_P163_NA_M002_NA_NA_SRCH_Keyword_KG003_PH002_BT002_NA_Ar_NA_NA_NA_Apr_24,Epson_SEM_EcoTank_NA_NA_UAE_NA_NA_SRCH_Keyword_ExactBranded_TRFC_CPC_NA_Ar_NA_NA_Dec_24,,EcoTank,UAE,Search,Traffic,Clicks,Ar,Brand,,TextAd,8,0,,0,0
